,Virus,Virus Sample,Host genome,Host Sample,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus,Confidence score,Main method,Additional methods
4463,MHr1A1B1C_vRhyme_unbinned_25,MHr1A1B1C,BAr2D2E2F__bin_42,BAr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,93.4,blast,iPHoP-RF;60.90
4464,MHr1A1B1C_vRhyme_unbinned_25,MHr1A1B1C,BAr1A1B1C__bin_118,BAr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,92.4,blast,None
4465,MHr1A1B1C_vRhyme_unbinned_25,MHr1A1B1C,BAr2D2E2F__bin_15,BAr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,92.0,blast,None
4466,MHr1A1B1C_vRhyme_unbinned_25,MHr1A1B1C,BAr1A1B1C__bin_89,BAr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,91.9,blast,iPHoP-RF;66.50
4467,MHr1A1B1C_vRhyme_unbinned_25,MHr1A1B1C,GB_GCA_019244745.1,iPHoP_db,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,90.2,blast,None
4468,MHr1A1B1C_vRhyme_unbinned_28,MHr1A1B1C,MGr1A1B1C__bin_75,MGr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,96.1,iPHoP-RF,None
4469,MHr1A1B1C_vRhyme_unbinned_28,MHr1A1B1C,MGr2D2E2F__bin_11,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,96.1,iPHoP-RF,None
4470,MHr1A1B1C_vRhyme_unbinned_28,MHr1A1B1C,GB_GCA_003244015.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,95.7,iPHoP-RF,None
4471,MHr1A1B1C_vRhyme_unbinned_28,MHr1A1B1C,GB_GCA_006514895.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,94.1,iPHoP-RF,None
4472,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.9,blast,iPHoP-RF;75.20
4473,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_003131315.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.9,blast,iPHoP-RF;67.50
4474,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.7,blast,iPHoP-RF;62.20
4475,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_020073015.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQEY01,92.8,iPHoP-RF,blast;91.80
4476,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,LASAr3G3H3I__bin_118,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.0,blast,iPHoP-RF;75.00
4477,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_020073215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.9,blast,iPHoP-RF;83.60
4478,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,MHr2D2E2F__bin_7,MHr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.9,blast,iPHoP-RF;73.90
4479,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_003139975.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.8,blast,iPHoP-RF;84.80
4480,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_003132325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.9,blast,iPHoP-RF;52.80
4481,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_003162255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.9,blast,iPHoP-RF;69.30
4482,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,MHr1A1B1C__bin_101,MHr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.9,blast,iPHoP-RF;78.00
4483,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,CRr3G3H3I__bin_74,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.8,blast,iPHoP-RF;88.20
4484,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,GB_GCA_003152795.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.2,blast,None
4485,MHr1A1B1C_vRhyme_unbinned_29,MHr1A1B1C,CRr1A1B1C__bin_101,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,iPHoP-RF;73.70
4486,MHr1A1B1C_vRhyme_unbinned_3,MHr1A1B1C,BOr2D2E2F__bin_69,BOr2D2E2F,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,93.2,blast,iPHoP-RF;50.20
4487,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MHr3G3H3I__bin_118,MHr3G3H3I,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,95.4,iPHoP-RF,None
4488,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,LAWAr2D2E2F__bin_75,LAWAr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,94.4,iPHoP-RF,None
4489,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,CRr2D2E2F__bin_4,CRr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,94.1,iPHoP-RF,blast;89.60
4490,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MHr1A1B1C__bin_34,MHr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,94.1,iPHoP-RF,None
4491,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,CRr2D2E2F__bin_82,CRr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.7,iPHoP-RF,None
4492,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MGr2D2E2F__bin_114,MGr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.7,iPHoP-RF,blast;90.60
4493,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,SEr2D2E2F__bin_147,SEr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.7,iPHoP-RF,None
4494,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,RS_GCF_012396235.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,93.5,blast,None
4495,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,CRr1A1B1C__bin_129,CRr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.4,iPHoP-RF,None
4496,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MGr1A1B1C__bin_68,MGr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.4,iPHoP-RF,None
4497,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MGr3G3H3I__bin_70,MGr3G3H3I,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.1,iPHoP-RF,None
4498,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,SEr2D2E2F__bin_119,SEr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.1,iPHoP-RF,None
4499,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MHr1A1B1C__bin_51,MHr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.4,iPHoP-RF,None
4500,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MHr3G3H3I__bin_86,MHr3G3H3I,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.4,iPHoP-RF,None
4501,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,RS_GCF_000277125.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.3,blast,iPHoP-RF;85.40
4502,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,MGr2D2E2F__bin_132,MGr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.1,iPHoP-RF,None
4503,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,CRr1A1B1C__bin_57,CRr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,91.8,iPHoP-RF,None
4504,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,RS_GCF_900232995.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,91.8,iPHoP-RF,None
4505,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,RS_GCF_900566085.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,90.8,iPHoP-RF,None
4506,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,RS_GCF_002101845.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,90.5,iPHoP-RF,None
4507,MHr1A1B1C_vRhyme_unbinned_30,MHr1A1B1C,LASYr2D2E2F__bin_106,LASYr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,90.2,blast,iPHoP-RF;88.50
4508,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,GB_GCA_013289785.1,iPHoP_db,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,95.4,iPHoP-RF,None
4509,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,GB_GCA_003133185.1,iPHoP_db,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,95.1,iPHoP-RF,None
4510,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,CRr1A1B1C__bin_95,CRr1A1B1C,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,94.7,iPHoP-RF,None
4511,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,CRr3G3H3I__bin_81,CRr3G3H3I,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,93.7,iPHoP-RF,None
4512,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,MHr1A1B1C__bin_47,MHr1A1B1C,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,92.4,iPHoP-RF,None
4513,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,GB_GCA_019247395.1,iPHoP_db,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,90.1,iPHoP-RF,None
4514,MHr1A1B1C_vRhyme_unbinned_32,MHr1A1B1C,GB_GCA_024281075.1,iPHoP_db,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea,90.1,iPHoP-RF,None
4515,MHr1A1B1C_vRhyme_unbinned_33,MHr1A1B1C,CRr1A1B1C__bin_52,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Palsa-288,94.4,blast,iPHoP-RF;57.30
4516,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,CRr3G3H3I__bin_82,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,96.4,blast,iPHoP-RF;71.70
4517,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,MHr3G3H3I__bin_51,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,95.9,blast,iPHoP-RF;70.20
4518,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,SEr3G3H3I__bin_197,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,95.6,blast,iPHoP-RF;68.20
4519,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,SEr2D2E2F__bin_79,SEr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,95.1,blast,iPHoP-RF;73.70
4520,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,GB_GCA_021777915.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.2,blast,iPHoP-RF;64.50
4521,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,GB_GCA_021812505.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.9,blast,iPHoP-RF;69.80
4522,MHr1A1B1C_vRhyme_unbinned_35,MHr1A1B1C,RS_GCF_022760755.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.8,blast,iPHoP-RF;64.50
4523,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,LASCr2D2E2F__bin_131,LASCr2D2E2F,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,95.7,blast,iPHoP-RF;69.30
4524,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,GB_GCA_002479255.1,iPHoP_db,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,94.1,blast,iPHoP-RF;77.30
4525,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,BOr3G3H3I__bin_33,BOr3G3H3I,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,92.2,blast,None
4526,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,CRr3G3H3I__bin_90,CRr3G3H3I,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,91.3,blast,iPHoP-RF;64.50
4527,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,MHr2D2E2F__bin_126,MHr2D2E2F,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,90.8,blast,iPHoP-RF;55.40
4528,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,BOr2D2E2F__bin_44,BOr2D2E2F,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,90.5,blast,iPHoP-RF;65.30
4529,MHr1A1B1C_vRhyme_unbinned_36,MHr1A1B1C,GB_GCA_003161515.1,iPHoP_db,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,90.2,blast,iPHoP-RF;57.90
4530,MHr1A1B1C_vRhyme_unbinned_37,MHr1A1B1C,MHr1A1B1C__bin_27,MHr1A1B1C,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,94.9,blast,None
4531,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,MGr1A1B1C__bin_16,MGr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,96.5,blast,iPHoP-RF;91.40
4532,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,MGr2D2E2F__bin_127,MGr2D2E2F,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,96.5,blast,iPHoP-RF;89.20
4533,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,MHr1A1B1C__bin_112,MHr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,96.5,blast,iPHoP-RF;87.90
4534,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,CRr1A1B1C__bin_77,CRr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.8,iPHoP-RF,None
4535,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,BAr1A1B1C__bin_136,BAr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.4,blast,iPHoP-RF;78.70
4536,MHr1A1B1C_vRhyme_unbinned_38,MHr1A1B1C,BAr2D2E2F__bin_106,BAr2D2E2F,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.4,blast,iPHoP-RF;80.30
4537,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,CRr2D2E2F__bin_94,CRr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,blast,iPHoP-RF;64.80
4538,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,MHr1A1B1C__bin_43,MHr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,blast,iPHoP-RF;65.60
4539,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,BOr1A1B1C__bin_60,BOr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,93.2,blast,iPHoP-RF;65.60
4540,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,BOr2D2E2F__bin_46,BOr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,93.2,blast,iPHoP-RF;63.30
4541,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,SEr2D2E2F__bin_135,SEr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,93.2,blast,iPHoP-RF;60.60
4542,MHr1A1B1C_vRhyme_unbinned_39,MHr1A1B1C,SEr3G3H3I__bin_174,SEr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,93.2,blast,iPHoP-RF;65.30
4543,MHr1A1B1C_vRhyme_unbinned_4,MHr1A1B1C,BAr1A1B1C__bin_68,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.7,blast,None
4544,MHr1A1B1C_vRhyme_unbinned_4,MHr1A1B1C,BAr1A1B1C__bin_44,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.5,blast,iPHoP-RF;58.20
4545,MHr1A1B1C_vRhyme_unbinned_40,MHr1A1B1C,MGr2D2E2F__bin_58,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,93.4,blast,iPHoP-RF;84.80
4546,MHr1A1B1C_vRhyme_unbinned_40,MHr1A1B1C,CRr2D2E2F__bin_104,CRr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,92.1,blast,iPHoP-RF;73.50
4547,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,RS_GCF_022760755.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,93.0,blast,iPHoP-RF;70.00
4548,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,SEr3G3H3I__bin_73,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,92.1,blast,iPHoP-RF;87.30
4549,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,RS_GCF_002937075.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.0,blast,None
4550,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,BAr1A1B1C__bin_33,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.5,blast,iPHoP-RF;72.80
4551,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,CRr2D2E2F__bin_3,CRr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.5,blast,iPHoP-RF;72.80
4552,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,LASCr2D2E2F__bin_99,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.5,blast,iPHoP-RF;64.80
4553,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,LAWAr2D2E2F__bin_17,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.5,blast,iPHoP-RF;72.60
4554,MHr1A1B1C_vRhyme_unbinned_41,MHr1A1B1C,BOr2D2E2F__bin_39,BOr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.2,blast,iPHoP-RF;72.80
4555,MHr1A1B1C_vRhyme_unbinned_6,MHr1A1B1C,GB_GCA_021780905.1,iPHoP_db,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,93.8,blast,None
4556,MHr1A1B1C_vRhyme_unbinned_6,MHr1A1B1C,GB_GCA_021813325.1,iPHoP_db,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,91.5,blast,None
4557,MHr1A1B1C_vRhyme_unbinned_6,MHr1A1B1C,GB_GCA_002479245.1,iPHoP_db,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542,90.1,blast,iPHoP-RF;63.50
4558,MHr1A1B1C_vRhyme_unbinned_8,MHr1A1B1C,GB_GCA_002479255.1,iPHoP_db,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,92.3,blast,iPHoP-RF;68.90
4559,MHr1A1B1C_vRhyme_unbinned_8,MHr1A1B1C,MHr2D2E2F__bin_126,MHr2D2E2F,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus,91.8,blast,iPHoP-RF;62.50
4560,MHr1A1B1C_vRhyme_unbinned_9,MHr1A1B1C,GB_GCA_004564215.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,94.1,iPHoP-RF,None
4561,MHr1A1B1C_vRhyme_unbinned_9,MHr1A1B1C,GB_GCA_003244015.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,92.8,iPHoP-RF,None
4562,MHr1A1B1C_vRhyme_unbinned_9,MHr1A1B1C,GB_GCA_002890675.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,92.4,iPHoP-RF,None
4563,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,LASAr3G3H3I__bin_48,LASAr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,93.8,blast,None
4564,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,LASCr2D2E2F__bin_37,LASCr2D2E2F,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,93.7,blast,None
4565,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,CRr3G3H3I__bin_62,CRr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.8,blast,None
4566,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,CRr1A1B1C__bin_11,CRr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.7,blast,None
4567,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,MHr1A1B1C__bin_120,MHr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.7,blast,None
4568,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,LAWAr2D2E2F__bin_38,LAWAr2D2E2F,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.2,blast,None
4569,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,BAr2D2E2F__bin_18,BAr2D2E2F,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,90.9,blast,None
4570,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,BOr3G3H3I__bin_12,BOr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,90.6,blast,None
4571,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,GB_GCA_019237095.1,iPHoP_db,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,JAFAHT01,90.2,blast,None
4572,MHr2D2E2F_vRhyme_bin_10,MHr2D2E2F,BAr1A1B1C__bin_20,BAr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,90.0,blast,None
4573,MHr2D2E2F_vRhyme_bin_11,MHr2D2E2F,MGr3G3H3I__bin_124,MGr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,92.8,blast,None
