Genome,Sample,site,treatment,Genomad realm,Genomad kingdom,Genomad phylum,Genomad class,Genomad order,Genomad family,checkv_quality,lytic_state,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus
SEr3G3H3I_vRhyme_unbinned_129,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_13,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_130,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_131,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
SEr3G3H3I_vRhyme_unbinned_132,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
SEr3G3H3I_vRhyme_unbinned_133,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_134,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
SEr3G3H3I_vRhyme_unbinned_135,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Not-determined,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
SEr3G3H3I_vRhyme_unbinned_136,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
SEr3G3H3I_vRhyme_unbinned_137,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_138,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Acidoferrales,UBA7541,Acidoferrum
SEr3G3H3I_vRhyme_unbinned_139,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_14,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_140,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN
SEr3G3H3I_vRhyme_unbinned_141,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Capsulimonadaceae,
SEr3G3H3I_vRhyme_unbinned_142,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
SEr3G3H3I_vRhyme_unbinned_143,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_144,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_145,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_146,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_147,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus
SEr3G3H3I_vRhyme_unbinned_148,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
SEr3G3H3I_vRhyme_unbinned_149,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Palsa-1188
SEr3G3H3I_vRhyme_unbinned_15,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_150,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_151,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_152,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_153,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Brocadiia,,,
SEr3G3H3I_vRhyme_unbinned_154,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_155,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_156,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_157,SEr3G3H3I,Stean,DAM,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_158,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375
SEr3G3H3I_vRhyme_unbinned_159,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_16,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_160,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_161,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
SEr3G3H3I_vRhyme_unbinned_162,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_163,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_164,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_165,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_166,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
SEr3G3H3I_vRhyme_unbinned_167,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_168,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
SEr3G3H3I_vRhyme_unbinned_169,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_17,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_170,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_171,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_172,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
SEr3G3H3I_vRhyme_unbinned_173,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,CAJANL01
SEr3G3H3I_vRhyme_unbinned_174,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_175,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
SEr3G3H3I_vRhyme_unbinned_176,SEr3G3H3I,Stean,DAM,,,,,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_177,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_178,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_179,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_18,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
SEr3G3H3I_vRhyme_unbinned_180,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_181,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_182,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_183,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_184,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_185,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_186,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_187,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_188,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_189,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_19,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_190,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_191,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_192,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_193,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_194,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
SEr3G3H3I_vRhyme_unbinned_195,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_196,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
SEr3G3H3I_vRhyme_unbinned_197,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_198,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_199,SEr3G3H3I,Stean,DAM,Varidnaviria,Bamfordvirae,Preplasmiviricota,Maveriviricetes,Priklausovirales,Lavidaviridae,Medium-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_2,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
SEr3G3H3I_vRhyme_unbinned_20,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
SEr3G3H3I_vRhyme_unbinned_200,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_201,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_202,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_203,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_204,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_205,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_206,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
SEr3G3H3I_vRhyme_unbinned_207,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_208,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_209,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_21,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_210,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_211,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_212,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1
SEr3G3H3I_vRhyme_unbinned_213,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_214,SEr3G3H3I,Stean,DAM,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,High-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_215,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_216,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_G,Syntrophorhabdia,Syntrophorhabdales,WCHB1-27,BOG-1155
SEr3G3H3I_vRhyme_unbinned_217,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_218,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_219,SEr3G3H3I,Stean,DAM,,,,,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_22,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_220,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_221,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_222,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
SEr3G3H3I_vRhyme_unbinned_223,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_224,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_225,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_226,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_227,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_228,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_229,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
SEr3G3H3I_vRhyme_unbinned_23,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,CAJBEZ01
SEr3G3H3I_vRhyme_unbinned_230,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Brocadiia,,,
SEr3G3H3I_vRhyme_unbinned_231,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_232,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_233,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_234,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_235,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
SEr3G3H3I_vRhyme_unbinned_236,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_237,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
SEr3G3H3I_vRhyme_unbinned_238,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_239,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,,Not-determined,lytic_scaffold,,,,,,
SEr3G3H3I_vRhyme_unbinned_24,SEr3G3H3I,Stean,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
